email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe
lead351@exemplo.com,Masculino,45-54,Superior,2k-5k,Empreendedor,Instagram,Intermediário,Sim,Trabalho,Nenhum,Não,1-3 meses,Sim,Sim
lead352@exemplo.com,Masculino,25-34,Pós,5k-10k,Desempregado,LinkedIn,Intermediário,Sim,Viagem,Nenhum,Sim,>6 meses,Sim,Não
lead353@exemplo.com,Feminino,35-44,Médio,5k-10k,Empreendedor,Instagram,Iniciante,Sim,Viagem,Falta de disciplina,Não,<1 mês,Sim,Não
lead354@exemplo.com,Feminino,35-44,Médio,<2k,Desempregado,LinkedIn,Avançado,Sim,Trabalho,Falta de disciplina,Sim,1-3 meses,Não,Sim
lead355@exemplo.com,Masculino,45-54,Pós,2k-5k,Desempregado,Instagram,Iniciante,Não,Trabalho,Falta de tempo,Não,1-3 meses,Sim,Sim
lead356@exemplo.com,Feminino,25-34,Médio,+10k,Empreendedor,LinkedIn,Intermediário,Sim,Viagem,Falta de tempo,Sim,1-3 meses,Não,Sim
lead357@exemplo.com,Feminino,18-24,Pós,5k-10k,Estudante,YouTube,Intermediário,Sim,Pessoal,Falta de tempo,Sim,>6 meses,Sim,Não
lead358@exemplo.com,Masculino,18-24,Superior,<2k,CLT,Facebook,Avançado,Não,Viagem,Falta de tempo,Sim,>6 meses,Sim,Sim
lead359@exemplo.com,Masculino,+55,Pós,2k-5k,CLT,Facebook,Iniciante,Não,Pessoal,Falta de disciplina,Sim,<1 mês,Não,Não
lead360@exemplo.com,Feminino,+55,Médio,+10k,Empreendedor,Facebook,Intermediário,Não,Trabalho,Falta de tempo,Sim,<1 mês,Não,Sim
lead361@exemplo.com,Masculino,18-24,Superior,5k-10k,Estudante,YouTube,Intermediário,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Não,Não
lead362@exemplo.com,Masculino,35-44,Superior,+10k,Estudante,Facebook,Avançado,Sim,Viagem,Nenhum,Sim,>6 meses,Não,Sim
lead363@exemplo.com,Feminino,35-44,Fundamental,5k-10k,CLT,Instagram,Intermediário,Não,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Não
lead364@exemplo.com,Masculino,+55,Fundamental,<2k,Estudante,LinkedIn,Intermediário,Sim,Trabalho,Falta de tempo,Sim,3-6 meses,Sim,Não
lead365@exemplo.com,Masculino,45-54,Médio,+10k,Empreendedor,YouTube,Iniciante,Não,Viagem,Falta de disciplina,Sim,3-6 meses,Não,Não
lead366@exemplo.com,Feminino,18-24,Pós,2k-5k,Empreendedor,Facebook,Avançado,Não,Viagem,Falta de disciplina,Sim,1-3 meses,Não,Não
lead367@exemplo.com,Feminino,+55,Pós,2k-5k,Estudante,Instagram,Avançado,Não,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Não
lead368@exemplo.com,Masculino,+55,Médio,5k-10k,Empreendedor,Instagram,Avançado,Não,Pessoal,Falta de disciplina,Não,1-3 meses,Sim,Não
lead369@exemplo.com,Masculino,18-24,Superior,2k-5k,Desempregado,YouTube,Iniciante,Não,Pessoal,Falta de disciplina,Não,>6 meses,Sim,Sim
lead370@exemplo.com,Feminino,18-24,Médio,+10k,CLT,YouTube,Avançado,Sim,Pessoal,Falta de tempo,Não,1-3 meses,Não,Não
lead371@exemplo.com,Feminino,35-44,Médio,<2k,Empreendedor,Facebook,Intermediário,Sim,Viagem,Falta de disciplina,Não,1-3 meses,Não,Sim
lead372@exemplo.com,Feminino,45-54,Superior,5k-10k,Estudante,LinkedIn,Avançado,Sim,Trabalho,Falta de tempo,Sim,>6 meses,Sim,Sim
lead373@exemplo.com,Feminino,45-54,Pós,+10k,CLT,Facebook,Intermediário,Não,Pessoal,Nenhum,Sim,<1 mês,Não,Sim
lead374@exemplo.com,Masculino,18-24,Médio,5k-10k,Empreendedor,Facebook,Avançado,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Sim
lead375@exemplo.com,Feminino,25-34,Pós,<2k,CLT,YouTube,Avançado,Não,Pessoal,Nenhum,Não,<1 mês,Não,Sim
lead376@exemplo.com,Feminino,+55,Médio,5k-10k,Estudante,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Sim,<1 mês,Não,Sim
lead377@exemplo.com,Masculino,+55,Superior,2k-5k,Desempregado,Facebook,Avançado,Sim,Viagem,Falta de disciplina,Sim,1-3 meses,Sim,Sim
lead378@exemplo.com,Feminino,18-24,Superior,2k-5k,Desempregado,LinkedIn,Avançado,Sim,Viagem,Nenhum,Não,<1 mês,Sim,Não
lead379@exemplo.com,Masculino,25-34,Fundamental,5k-10k,Empreendedor,Instagram,Iniciante,Não,Viagem,Falta de tempo,Não,3-6 meses,Não,Sim
lead380@exemplo.com,Feminino,35-44,Superior,<2k,Desempregado,Instagram,Intermediário,Não,Pessoal,Nenhum,Sim,3-6 meses,Sim,Sim
lead381@exemplo.com,Feminino,18-24,Fundamental,<2k,Empreendedor,LinkedIn,Avançado,Sim,Viagem,Falta de disciplina,Não,<1 mês,Não,Não
lead382@exemplo.com,Feminino,18-24,Médio,2k-5k,CLT,Instagram,Avançado,Não,Viagem,Falta de disciplina,Sim,3-6 meses,Sim,Não
lead383@exemplo.com,Masculino,+55,Pós,<2k,Empreendedor,Facebook,Intermediário,Sim,Viagem,Falta de disciplina,Não,3-6 meses,Sim,Sim
lead384@exemplo.com,Masculino,18-24,Superior,5k-10k,Empreendedor,LinkedIn,Iniciante,Sim,Trabalho,Falta de tempo,Não,>6 meses,Não,Não
lead385@exemplo.com,Feminino,18-24,Superior,+10k,Empreendedor,LinkedIn,Avançado,Não,Trabalho,Nenhum,Sim,>6 meses,Sim,Sim
lead386@exemplo.com,Masculino,18-24,Superior,5k-10k,Desempregado,YouTube,Iniciante,Não,Trabalho,Falta de tempo,Sim,<1 mês,Não,Não
lead387@exemplo.com,Masculino,+55,Médio,2k-5k,Empreendedor,Instagram,Intermediário,Não,Trabalho,Nenhum,Não,1-3 meses,Não,Sim
lead388@exemplo.com,Masculino,35-44,Fundamental,2k-5k,Estudante,YouTube,Intermediário,Não,Trabalho,Falta de tempo,Sim,1-3 meses,Não,Não
lead389@exemplo.com,Masculino,35-44,Médio,2k-5k,Empreendedor,Facebook,Iniciante,Sim,Trabalho,Falta de disciplina,Não,>6 meses,Não,Sim
lead390@exemplo.com,Masculino,18-24,Pós,<2k,CLT,LinkedIn,Intermediário,Não,Trabalho,Nenhum,Não,>6 meses,Sim,Não
lead391@exemplo.com,Masculino,+55,Médio,5k-10k,Estudante,Facebook,Intermediário,Sim,Viagem,Nenhum,Sim,1-3 meses,Não,Sim
lead392@exemplo.com,Feminino,35-44,Pós,+10k,CLT,Instagram,Avançado,Sim,Viagem,Nenhum,Sim,<1 mês,Não,Não
lead393@exemplo.com,Feminino,35-44,Superior,5k-10k,CLT,YouTube,Iniciante,Não,Pessoal,Falta de tempo,Sim,1-3 meses,Não,Não
lead394@exemplo.com,Masculino,35-44,Pós,+10k,CLT,Instagram,Avançado,Sim,Viagem,Falta de disciplina,Não,1-3 meses,Sim,Não
lead395@exemplo.com,Feminino,+55,Pós,5k-10k,Estudante,Facebook,Iniciante,Não,Trabalho,Nenhum,Sim,3-6 meses,Não,Não
lead396@exemplo.com,Feminino,+55,Fundamental,2k-5k,Estudante,YouTube,Avançado,Não,Trabalho,Falta de tempo,Sim,1-3 meses,Não,Não
lead397@exemplo.com,Feminino,18-24,Pós,+10k,Desempregado,Instagram,Intermediário,Sim,Pessoal,Nenhum,Sim,>6 meses,Sim,Sim
lead398@exemplo.com,Feminino,45-54,Pós,5k-10k,Estudante,Facebook,Iniciante,Sim,Viagem,Falta de disciplina,Não,<1 mês,Não,Sim
lead399@exemplo.com,Masculino,35-44,Médio,<2k,Empreendedor,Instagram,Iniciante,Sim,Viagem,Nenhum,Sim,1-3 meses,Não,Sim
lead400@exemplo.com,Feminino,45-54,Superior,<2k,CLT,LinkedIn,Iniciante,Não,Pessoal,Falta de disciplina,Sim,3-6 meses,Sim,Não
lead401@exemplo.com,Feminino,+55,Médio,5k-10k,Desempregado,YouTube,Iniciante,Não,Trabalho,Falta de tempo,Sim,>6 meses,Não,Não
lead402@exemplo.com,Masculino,+55,Médio,2k-5k,Estudante,YouTube,Intermediário,Sim,Trabalho,Falta de tempo,Sim,>6 meses,Não,Não
lead403@exemplo.com,Masculino,+55,Superior,+10k,CLT,YouTube,Intermediário,Não,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Sim
lead404@exemplo.com,Feminino,45-54,Superior,5k-10k,Estudante,LinkedIn,Intermediário,Não,Trabalho,Falta de disciplina,Não,>6 meses,Sim,Sim
lead405@exemplo.com,Feminino,+55,Pós,<2k,Desempregado,YouTube,Avançado,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Sim,Sim
lead406@exemplo.com,Feminino,18-24,Pós,+10k,Estudante,LinkedIn,Intermediário,Não,Viagem,Falta de disciplina,Não,>6 meses,Não,Não
lead407@exemplo.com,Feminino,+55,Fundamental,<2k,Estudante,YouTube,Avançado,Sim,Trabalho,Falta de disciplina,Sim,>6 meses,Não,Não
lead408@exemplo.com,Feminino,25-34,Médio,<2k,CLT,Instagram,Avançado,Sim,Viagem,Nenhum,Não,>6 meses,Sim,Não
lead409@exemplo.com,Feminino,45-54,Superior,5k-10k,Empreendedor,Instagram,Intermediário,Sim,Viagem,Falta de tempo,Sim,>6 meses,Não,Sim
lead410@exemplo.com,Masculino,25-34,Pós,<2k,Estudante,Instagram,Intermediário,Não,Trabalho,Falta de tempo,Não,3-6 meses,Sim,Não
lead411@exemplo.com,Feminino,+55,Superior,+10k,Desempregado,Instagram,Intermediário,Sim,Trabalho,Falta de disciplina,Sim,1-3 meses,Não,Não
lead412@exemplo.com,Feminino,18-24,Pós,2k-5k,Estudante,LinkedIn,Avançado,Sim,Trabalho,Falta de disciplina,Sim,>6 meses,Sim,Não
lead413@exemplo.com,Masculino,35-44,Fundamental,5k-10k,Estudante,Facebook,Iniciante,Sim,Viagem,Falta de disciplina,Sim,3-6 meses,Sim,Sim
lead414@exemplo.com,Masculino,+55,Fundamental,+10k,Empreendedor,Facebook,Intermediário,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Sim,Sim
lead415@exemplo.com,Masculino,18-24,Superior,5k-10k,CLT,Instagram,Avançado,Não,Trabalho,Nenhum,Não,3-6 meses,Não,Sim
lead416@exemplo.com,Masculino,45-54,Fundamental,<2k,Desempregado,Facebook,Avançado,Sim,Viagem,Falta de tempo,Não,1-3 meses,Sim,Não
lead417@exemplo.com,Feminino,25-34,Superior,<2k,CLT,Facebook,Intermediário,Não,Viagem,Nenhum,Sim,<1 mês,Sim,Não
lead418@exemplo.com,Feminino,25-34,Pós,+10k,CLT,YouTube,Avançado,Sim,Trabalho,Falta de disciplina,Não,3-6 meses,Não,Sim
lead419@exemplo.com,Feminino,25-34,Médio,+10k,CLT,LinkedIn,Intermediário,Não,Pessoal,Falta de tempo,Sim,3-6 meses,Sim,Não
lead420@exemplo.com,Feminino,45-54,Fundamental,2k-5k,Estudante,Instagram,Avançado,Não,Trabalho,Nenhum,Não,3-6 meses,Não,Não
lead421@exemplo.com,Feminino,18-24,Pós,+10k,Empreendedor,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Não,1-3 meses,Sim,Não
lead422@exemplo.com,Feminino,45-54,Médio,+10k,Estudante,Facebook,Avançado,Não,Pessoal,Nenhum,Não,>6 meses,Sim,Sim
lead423@exemplo.com,Masculino,25-34,Médio,5k-10k,Desempregado,Instagram,Intermediário,Sim,Trabalho,Nenhum,Não,1-3 meses,Sim,Sim
lead424@exemplo.com,Feminino,+55,Médio,<2k,Empreendedor,YouTube,Iniciante,Sim,Trabalho,Falta de tempo,Não,3-6 meses,Sim,Sim
lead425@exemplo.com,Masculino,35-44,Pós,+10k,CLT,Instagram,Intermediário,Não,Pessoal,Falta de disciplina,Sim,<1 mês,Sim,Não
lead426@exemplo.com,Masculino,45-54,Pós,2k-5k,Empreendedor,YouTube,Avançado,Não,Viagem,Falta de tempo,Não,3-6 meses,Sim,Sim
lead427@exemplo.com,Feminino,45-54,Superior,+10k,Desempregado,Facebook,Iniciante,Não,Viagem,Falta de disciplina,Não,>6 meses,Sim,Sim
lead428@exemplo.com,Masculino,18-24,Médio,<2k,Estudante,LinkedIn,Iniciante,Sim,Viagem,Nenhum,Não,<1 mês,Não,Sim
lead429@exemplo.com,Feminino,18-24,Médio,+10k,Estudante,YouTube,Avançado,Não,Viagem,Nenhum,Sim,<1 mês,Sim,Sim
lead430@exemplo.com,Masculino,45-54,Médio,5k-10k,CLT,YouTube,Iniciante,Não,Viagem,Falta de tempo,Não,1-3 meses,Não,Sim
lead431@exemplo.com,Feminino,25-34,Superior,<2k,Estudante,Instagram,Iniciante,Sim,Trabalho,Falta de tempo,Não,1-3 meses,Não,Não
lead432@exemplo.com,Masculino,35-44,Médio,+10k,Estudante,Facebook,Iniciante,Sim,Pessoal,Falta de disciplina,Sim,>6 meses,Não,Não
lead433@exemplo.com,Feminino,18-24,Pós,5k-10k,Desempregado,LinkedIn,Intermediário,Sim,Viagem,Falta de disciplina,Não,1-3 meses,Não,Não
lead434@exemplo.com,Feminino,25-34,Médio,<2k,Empreendedor,Instagram,Intermediário,Sim,Pessoal,Falta de tempo,Sim,>6 meses,Não,Não
lead435@exemplo.com,Feminino,+55,Fundamental,+10k,Estudante,Instagram,Iniciante,Sim,Viagem,Falta de disciplina,Sim,<1 mês,Não,Não
lead436@exemplo.com,Feminino,18-24,Pós,5k-10k,Desempregado,LinkedIn,Avançado,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Não
lead437@exemplo.com,Feminino,25-34,Superior,2k-5k,Desempregado,Facebook,Avançado,Não,Viagem,Falta de tempo,Sim,<1 mês,Sim,Sim
lead438@exemplo.com,Masculino,25-34,Médio,5k-10k,CLT,LinkedIn,Intermediário,Não,Viagem,Falta de tempo,Não,>6 meses,Sim,Não
lead439@exemplo.com,Masculino,35-44,Fundamental,2k-5k,Desempregado,Instagram,Avançado,Sim,Pessoal,Nenhum,Sim,1-3 meses,Sim,Não
lead440@exemplo.com,Masculino,35-44,Superior,+10k,CLT,Instagram,Iniciante,Não,Pessoal,Nenhum,Não,1-3 meses,Sim,Não
lead441@exemplo.com,Feminino,+55,Superior,5k-10k,Estudante,YouTube,Avançado,Sim,Trabalho,Falta de tempo,Sim,1-3 meses,Não,Não
lead442@exemplo.com,Masculino,25-34,Pós,2k-5k,CLT,LinkedIn,Intermediário,Não,Pessoal,Nenhum,Sim,3-6 meses,Não,Não
lead443@exemplo.com,Feminino,25-34,Superior,<2k,Desempregado,LinkedIn,Intermediário,Sim,Pessoal,Falta de disciplina,Sim,<1 mês,Não,Não
lead444@exemplo.com,Feminino,35-44,Superior,5k-10k,Empreendedor,LinkedIn,Iniciante,Sim,Pessoal,Falta de tempo,Não,<1 mês,Sim,Não
lead445@exemplo.com,Masculino,18-24,Superior,+10k,Empreendedor,Instagram,Intermediário,Não,Trabalho,Nenhum,Sim,3-6 meses,Sim,Não
lead446@exemplo.com,Masculino,18-24,Superior,<2k,Estudante,Facebook,Intermediário,Não,Trabalho,Falta de tempo,Não,<1 mês,Sim,Sim
lead447@exemplo.com,Feminino,45-54,Médio,2k-5k,Estudante,Instagram,Intermediário,Sim,Trabalho,Nenhum,Não,<1 mês,Sim,Não
lead448@exemplo.com,Masculino,35-44,Médio,5k-10k,Empreendedor,YouTube,Avançado,Sim,Pessoal,Falta de tempo,Sim,3-6 meses,Não,Não
lead449@exemplo.com,Feminino,45-54,Médio,5k-10k,CLT,Instagram,Intermediário,Sim,Pessoal,Falta de disciplina,Não,<1 mês,Não,Não
lead450@exemplo.com,Feminino,35-44,Médio,+10k,Estudante,Instagram,Avançado,Sim,Trabalho,Nenhum,Não,1-3 meses,Sim,Não
lead451@exemplo.com,Feminino,+55,Fundamental,<2k,Desempregado,Instagram,Intermediário,Sim,Pessoal,Falta de tempo,Sim,3-6 meses,Não,Não
lead452@exemplo.com,Feminino,25-34,Médio,5k-10k,Estudante,YouTube,Intermediário,Sim,Pessoal,Falta de disciplina,Não,<1 mês,Sim,Sim
lead453@exemplo.com,Feminino,+55,Superior,5k-10k,CLT,LinkedIn,Avançado,Não,Viagem,Nenhum,Não,1-3 meses,Sim,Sim
lead454@exemplo.com,Masculino,35-44,Médio,<2k,Estudante,Facebook,Avançado,Não,Trabalho,Nenhum,Sim,>6 meses,Sim,Sim
lead455@exemplo.com,Masculino,25-34,Médio,5k-10k,Desempregado,Facebook,Iniciante,Não,Trabalho,Falta de tempo,Sim,<1 mês,Não,Sim
lead456@exemplo.com,Feminino,18-24,Pós,<2k,Desempregado,YouTube,Iniciante,Não,Pessoal,Falta de disciplina,Sim,3-6 meses,Não,Sim
lead457@exemplo.com,Feminino,18-24,Superior,<2k,Desempregado,LinkedIn,Avançado,Não,Pessoal,Falta de tempo,Sim,1-3 meses,Não,Não
lead458@exemplo.com,Masculino,45-54,Médio,<2k,CLT,LinkedIn,Intermediário,Sim,Viagem,Nenhum,Não,>6 meses,Sim,Sim
lead459@exemplo.com,Masculino,35-44,Médio,+10k,CLT,YouTube,Iniciante,Sim,Trabalho,Falta de tempo,Não,>6 meses,Sim,Sim
lead460@exemplo.com,Feminino,35-44,Médio,<2k,Desempregado,Instagram,Avançado,Não,Trabalho,Falta de tempo,Não,<1 mês,Sim,Sim
lead461@exemplo.com,Masculino,18-24,Fundamental,<2k,Desempregado,LinkedIn,Avançado,Sim,Pessoal,Falta de disciplina,Sim,>6 meses,Não,Sim
lead462@exemplo.com,Feminino,+55,Médio,2k-5k,CLT,Facebook,Intermediário,Não,Trabalho,Falta de disciplina,Não,3-6 meses,Sim,Não
lead463@exemplo.com,Masculino,25-34,Pós,2k-5k,CLT,YouTube,Avançado,Não,Pessoal,Nenhum,Sim,>6 meses,Sim,Não
lead464@exemplo.com,Feminino,+55,Superior,+10k,CLT,Facebook,Iniciante,Sim,Viagem,Falta de disciplina,Não,<1 mês,Não,Sim
lead465@exemplo.com,Masculino,+55,Superior,<2k,Empreendedor,Instagram,Intermediário,Sim,Pessoal,Falta de tempo,Sim,>6 meses,Sim,Não
lead466@exemplo.com,Feminino,18-24,Médio,2k-5k,CLT,YouTube,Avançado,Não,Viagem,Nenhum,Não,<1 mês,Não,Não
lead467@exemplo.com,Masculino,18-24,Médio,2k-5k,Desempregado,Facebook,Avançado,Não,Pessoal,Falta de disciplina,Não,>6 meses,Não,Não
lead468@exemplo.com,Masculino,18-24,Médio,5k-10k,Empreendedor,Facebook,Intermediário,Não,Viagem,Falta de tempo,Sim,1-3 meses,Sim,Não
lead469@exemplo.com,Feminino,45-54,Superior,<2k,CLT,Instagram,Intermediário,Não,Viagem,Falta de tempo,Não,<1 mês,Sim,Sim
lead470@exemplo.com,Masculino,+55,Superior,2k-5k,Desempregado,YouTube,Intermediário,Sim,Trabalho,Nenhum,Não,3-6 meses,Sim,Não
lead471@exemplo.com,Feminino,35-44,Fundamental,+10k,Estudante,LinkedIn,Iniciante,Não,Pessoal,Nenhum,Não,3-6 meses,Sim,Não
lead472@exemplo.com,Masculino,25-34,Pós,5k-10k,Empreendedor,LinkedIn,Iniciante,Sim,Trabalho,Falta de disciplina,Não,>6 meses,Não,Sim
lead473@exemplo.com,Feminino,45-54,Fundamental,5k-10k,Desempregado,Facebook,Avançado,Não,Trabalho,Falta de disciplina,Sim,1-3 meses,Não,Sim
lead474@exemplo.com,Masculino,35-44,Pós,<2k,Estudante,Instagram,Avançado,Não,Pessoal,Falta de disciplina,Não,>6 meses,Não,Não
lead475@exemplo.com,Feminino,+55,Fundamental,<2k,Desempregado,Facebook,Intermediário,Sim,Trabalho,Falta de disciplina,Sim,>6 meses,Não,Sim
lead476@exemplo.com,Masculino,18-24,Superior,5k-10k,CLT,Instagram,Avançado,Sim,Trabalho,Nenhum,Sim,1-3 meses,Não,Sim
lead477@exemplo.com,Feminino,+55,Fundamental,+10k,CLT,LinkedIn,Avançado,Sim,Trabalho,Falta de tempo,Sim,<1 mês,Não,Sim
lead478@exemplo.com,Masculino,25-34,Pós,<2k,Estudante,Facebook,Intermediário,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Não,Sim
lead479@exemplo.com,Feminino,45-54,Médio,<2k,CLT,Facebook,Iniciante,Sim,Trabalho,Falta de disciplina,Sim,1-3 meses,Sim,Não
lead480@exemplo.com,Feminino,45-54,Pós,5k-10k,Desempregado,Instagram,Iniciante,Não,Trabalho,Nenhum,Sim,>6 meses,Sim,Sim
lead481@exemplo.com,Feminino,25-34,Médio,5k-10k,Estudante,YouTube,Iniciante,Não,Trabalho,Falta de disciplina,Sim,<1 mês,Sim,Não
lead482@exemplo.com,Masculino,35-44,Superior,<2k,Desempregado,Instagram,Avançado,Não,Pessoal,Falta de disciplina,Não,>6 meses,Sim,Sim
lead483@exemplo.com,Feminino,35-44,Pós,2k-5k,Desempregado,YouTube,Intermediário,Sim,Viagem,Nenhum,Não,<1 mês,Sim,Não
lead484@exemplo.com,Masculino,45-54,Fundamental,<2k,Desempregado,LinkedIn,Iniciante,Sim,Viagem,Falta de tempo,Sim,3-6 meses,Sim,Sim
lead485@exemplo.com,Feminino,45-54,Pós,2k-5k,CLT,Facebook,Avançado,Sim,Viagem,Falta de tempo,Sim,3-6 meses,Não,Sim
lead486@exemplo.com,Masculino,18-24,Médio,5k-10k,CLT,Facebook,Intermediário,Não,Viagem,Falta de disciplina,Não,<1 mês,Sim,Sim
lead487@exemplo.com,Feminino,35-44,Superior,2k-5k,Desempregado,Instagram,Iniciante,Sim,Trabalho,Nenhum,Sim,3-6 meses,Sim,Não
lead488@exemplo.com,Masculino,25-34,Fundamental,+10k,Empreendedor,Instagram,Iniciante,Não,Pessoal,Falta de tempo,Não,>6 meses,Não,Não
lead489@exemplo.com,Masculino,35-44,Pós,5k-10k,Desempregado,LinkedIn,Intermediário,Não,Trabalho,Falta de tempo,Sim,<1 mês,Não,Sim
lead490@exemplo.com,Feminino,18-24,Médio,<2k,Desempregado,LinkedIn,Avançado,Não,Pessoal,Nenhum,Não,>6 meses,Sim,Sim
lead491@exemplo.com,Masculino,45-54,Fundamental,<2k,Estudante,YouTube,Avançado,Sim,Trabalho,Nenhum,Não,<1 mês,Não,Sim
lead492@exemplo.com,Masculino,45-54,Superior,5k-10k,Desempregado,LinkedIn,Iniciante,Não,Viagem,Falta de tempo,Não,>6 meses,Sim,Não
lead493@exemplo.com,Feminino,18-24,Fundamental,5k-10k,CLT,LinkedIn,Intermediário,Não,Viagem,Falta de disciplina,Sim,3-6 meses,Não,Não
lead494@exemplo.com,Masculino,25-34,Superior,+10k,Estudante,LinkedIn,Avançado,Não,Pessoal,Falta de disciplina,Sim,1-3 meses,Sim,Não
lead495@exemplo.com,Masculino,45-54,Fundamental,5k-10k,Empreendedor,LinkedIn,Intermediário,Sim,Trabalho,Falta de tempo,Não,>6 meses,Sim,Não
lead496@exemplo.com,Masculino,+55,Pós,<2k,Estudante,YouTube,Intermediário,Não,Viagem,Falta de disciplina,Não,<1 mês,Sim,Sim
lead497@exemplo.com,Feminino,45-54,Médio,+10k,Empreendedor,LinkedIn,Iniciante,Sim,Pessoal,Falta de disciplina,Sim,3-6 meses,Não,Não
lead498@exemplo.com,Masculino,+55,Pós,<2k,Estudante,YouTube,Intermediário,Sim,Trabalho,Nenhum,Não,<1 mês,Não,Não
lead499@exemplo.com,Feminino,18-24,Pós,2k-5k,Estudante,Instagram,Intermediário,Não,Pessoal,Nenhum,Sim,>6 meses,Sim,Sim
lead500@exemplo.com,Masculino,18-24,Superior,5k-10k,Empreendedor,Facebook,Intermediário,Não,Trabalho,Nenhum,Não,<1 mês,Não,Sim
lead501@exemplo.com,Masculino,45-54,Superior,2k-5k,CLT,Instagram,Avançado,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Não,Não
lead502@exemplo.com,Masculino,35-44,Superior,<2k,CLT,LinkedIn,Iniciante,Não,Trabalho,Nenhum,Sim,>6 meses,Sim,Não
lead503@exemplo.com,Feminino,+55,Pós,2k-5k,CLT,Facebook,Iniciante,Sim,Pessoal,Nenhum,Sim,3-6 meses,Sim,Sim
lead504@exemplo.com,Masculino,25-34,Fundamental,2k-5k,Estudante,LinkedIn,Intermediário,Sim,Pessoal,Falta de tempo,Não,3-6 meses,Não,Não
lead505@exemplo.com,Masculino,45-54,Fundamental,<2k,Desempregado,LinkedIn,Intermediário,Sim,Trabalho,Nenhum,Sim,>6 meses,Não,Sim
lead506@exemplo.com,Feminino,25-34,Pós,<2k,Estudante,Instagram,Avançado,Não,Viagem,Falta de tempo,Não,3-6 meses,Sim,Não
lead507@exemplo.com,Masculino,45-54,Pós,5k-10k,Desempregado,LinkedIn,Iniciante,Sim,Trabalho,Falta de disciplina,Sim,1-3 meses,Não,Não
lead508@exemplo.com,Feminino,35-44,Médio,2k-5k,Desempregado,Instagram,Avançado,Sim,Pessoal,Nenhum,Não,<1 mês,Não,Não
lead509@exemplo.com,Feminino,35-44,Superior,+10k,CLT,LinkedIn,Iniciante,Não,Trabalho,Falta de tempo,Sim,>6 meses,Não,Sim
lead510@exemplo.com,Masculino,35-44,Superior,+10k,Desempregado,YouTube,Avançado,Não,Pessoal,Falta de tempo,Sim,1-3 meses,Sim,Não
lead511@exemplo.com,Feminino,35-44,Pós,<2k,Estudante,Facebook,Intermediário,Sim,Trabalho,Falta de tempo,Não,<1 mês,Não,Sim
lead512@exemplo.com,Masculino,18-24,Pós,<2k,Estudante,Instagram,Avançado,Sim,Trabalho,Falta de disciplina,Não,>6 meses,Não,Sim
lead513@exemplo.com,Feminino,18-24,Fundamental,2k-5k,CLT,Instagram,Intermediário,Sim,Viagem,Nenhum,Não,3-6 meses,Sim,Não
lead514@exemplo.com,Feminino,+55,Pós,<2k,Empreendedor,Facebook,Iniciante,Não,Viagem,Falta de disciplina,Não,>6 meses,Não,Não
lead515@exemplo.com,Masculino,25-34,Fundamental,+10k,Estudante,Instagram,Iniciante,Sim,Pessoal,Falta de tempo,Não,>6 meses,Sim,Não
lead516@exemplo.com,Feminino,45-54,Pós,5k-10k,Desempregado,Facebook,Intermediário,Sim,Trabalho,Falta de disciplina,Não,<1 mês,Sim,Sim
lead517@exemplo.com,Feminino,45-54,Médio,5k-10k,Estudante,YouTube,Iniciante,Não,Pessoal,Falta de disciplina,Sim,<1 mês,Sim,Não
lead518@exemplo.com,Feminino,18-24,Médio,2k-5k,Estudante,LinkedIn,Avançado,Não,Trabalho,Falta de tempo,Não,<1 mês,Sim,Sim
lead519@exemplo.com,Feminino,45-54,Fundamental,5k-10k,Estudante,YouTube,Intermediário,Sim,Trabalho,Nenhum,Não,1-3 meses,Sim,Sim
lead520@exemplo.com,Feminino,18-24,Superior,<2k,Empreendedor,LinkedIn,Iniciante,Não,Trabalho,Nenhum,Não,3-6 meses,Sim,Não
lead521@exemplo.com,Masculino,+55,Médio,<2k,Desempregado,Facebook,Avançado,Sim,Viagem,Falta de disciplina,Não,>6 meses,Não,Não
lead522@exemplo.com,Feminino,25-34,Fundamental,<2k,CLT,YouTube,Avançado,Sim,Pessoal,Nenhum,Sim,>6 meses,Sim,Não
lead523@exemplo.com,Masculino,+55,Pós,<2k,Estudante,LinkedIn,Iniciante,Não,Trabalho,Falta de tempo,Não,3-6 meses,Não,Não
lead524@exemplo.com,Feminino,35-44,Pós,2k-5k,Desempregado,Facebook,Iniciante,Sim,Trabalho,Nenhum,Não,>6 meses,Sim,Sim
